publishedAt,authorDisplayName,textDisplay,polarity_score,polarity
2023-09-26T06:28:57Z,@damaiofficial4012,coba tiktok kasih uang yang banyak kepemerintah pasti dibolehin ujung ujung tiktok nanti harus mempermahal ongkir karena bayar lebih kepemerintah,-9,negative
2023-09-26T06:26:45Z,@damaiofficial4012,kenapa shopee tidak dilarang coba mikir mereka bukan ingin memudahkan rakyat tetapi sebenarnya ingin menjajah ekonomi kita,0,neutral
2023-09-26T04:00:29Z,@jundanjul8609,tidak sekalian saja internet di hilangkan di indonesia,-8,negative
2023-09-26T03:40:39Z,@fauziahfarhan268,bagaimana judi online di apa kan permainan game online di larang tak,-4,negative
2023-09-26T03:13:27Z,@GoodofGod168,kita belum siap perubahan teknologi global pengusahan mall sepi ada juga menciptakan pengusahan baru yang jual di platfom secara keseluran imbang lah,4,positive
2023-09-26T03:03:30Z,@jangtoytv3549,shopee live itu sosial media apa sosial eksperimen,6,positive
2023-09-26T02:24:03Z,@ikbalramlah9017,alhamdulillah tiktok dan shopee di tutup semoga keadaan pasar kita akan lebih baik aamiin allahumma aamiin,11,positive
2023-09-26T12:05:03Z,@bnrid8086,tiktok saja lah sekarang udah zaman digital jangan ngelawan kita yang harus mengikuti zaman banyak kok umkm yang masih bagus terutama kuliner,-9,negative
2023-09-26T02:05:43Z,@jangtoytv3549,pedagang offline dah lama pada gulung tikar pemerintah baru bergerak dimasalah online kemana saja dari dulu,-13,negative
2023-09-26T02:02:49Z,@muhammadfadly441,nie mantaaappppl,0,neutral
2023-09-26T01:58:01Z,@riskasabrina6761,enak ya kalau yang ngomong banyak duit kenapa tidak mereka saja yang borong,-5,negative
2023-09-26T01:10:52Z,@mariapricilia3862,keputusan yang terburu akan ada efek bagi yang lain mestinya dari awal ada aturan yang jelas era sekarang sudah digital,-2,negative
2023-09-26T00:54:09Z,@burungbeoo2242,pinjaman online dan judi online di bolehkan yang halal di larang sedangkan yang haram di bolehkan payah nih mentri perdagangan si hasan,-10,negative
2023-09-26T00:28:41Z,@amiguttful,bagus kasihan pedagang kecil,3,positive
2023-09-25T23:10:06Z,@arsyadmuhammadnazidch.5870,live sebelah juga sama masa tidak di tutup,-5,negative
2023-09-25T23:04:45Z,@muhammadhanif4113,bagus tidak ada pajak jual belinya barang yang dijual tidak berizin dan bersertifikasi kasihan yang sudah bayar pajak melakukan sertifikasi dan regulasi tidak bisa menyaingi harganya kalau izinya sosmed ya sosmed saja apalagi mereka ini kan aplikasi asing,-20,negative
2023-09-25T22:33:42Z,@danieldiaz3652,sekalian saja tiktok nya di blok pak tiktok kan punya cina konoha dan kadrun kan anti cina tetapi anehnya hp dan mobil nya dari cina,-4,negative
2023-09-25T21:37:32Z,@abijaya2668,sumber masalah dan akar masakahnya ya judi online dan pinjol,2,positive
2023-09-25T19:19:48Z,@mollygaming6532,kok tiktokshop di salahkan terus yang lain gimana,-9,negative
2023-09-25T18:59:17Z,@nianiagomez9949,setujuuuu,0,neutral
2023-09-25T17:34:59Z,@deniandesta4924,tinggal jualan disnack video kalo di tiktok tidak bisa iagi live juga banyak murah selow aja,7,positive
2023-09-25T17:30:43Z,@dana.kurniasih2048,terlambat tanah abang udah hancur,0,neutral
2023-09-25T17:04:32Z,@densusanto_,padahal banyak yang cari uang buat hidup dari itu,-7,negative
2023-09-27T23:35:29Z,@user-xl7nn7mk1r,cuma pedagang online mending korban kan untuk selamat kan jutaan pedagang dan umkm,0,neutral
2023-09-25T16:31:24Z,@miftaby345,pada intinya diperbolehlan berjualan tetapi tidak boleh disatukan dengan sosial media contohnya shopee tokopedia itu terpisah hanya untuk benar yang mau beli barang saja bukan digabungkan dengan sosmed,-14,negative
2023-09-25T16:19:02Z,@ZulkipliDede-xg5wb,harus dagang online di hapus,-8,negative
2023-09-26T12:07:03Z,@bnrid8086,balik ke zaman majapahit,-3,negative
2023-09-25T15:07:32Z,@alfamulia0,kocak,-2,negative
2023-09-25T14:24:51Z,@silasmikarjo3555,horeee mantab,0,neutral
2023-09-25T14:15:38Z,@muhammadfadhilnur2044,bukan karena tiktok tapi karena bbm naik pajak naik harga bahan baku naik semua karena shopee sudah lama ada sebelum tiktok tetapi ekonomi lancar saja,-10,negative
2023-09-25T14:15:17Z,@ardikurniawan9631,bagus di tutup soalnya duit rakyat bakal ke cina bukan berputar di indo,-7,negative
2023-09-25T14:12:52Z,@rizkaameliahardyanti130,ini murni karena tiktokshop merugikan atau karena shop mulai kalah saing ya soalnya di kota solo ada kantor shopee saya selalu seller tiktok maupun shopee memang merasa mulai bsnyak orang lebih bergeser ke tiktok,-4,negative
2023-09-25T14:09:58Z,@nofiantara727,moal weh maju teh ah,1,positive
2023-09-25T13:54:12Z,@wahyudingrab1404,pinjol gimana,0,neutral
2023-09-25T13:46:32Z,@kholismada7155,dengan adanya tiktok secara tidak langsung penjualan yang tinggi itu dipegang produksi dan artis artis yang terkenal nah otomatis uang itu perputaran banyak dikalangan yang kaya kaya menengah dan kebawah bakal susah berputar makanya daya beli jadi semakin turun pusat perputaran uangnya hanya kalangan atas nah tiktok ditutup itu inhsaalllah mudah mudahan akan membangkitkan daya beli di kalangan menengah dan kebawah jadi saling mutualisme kembali apabila umkm umkn menengah banyak yang berhasil dan sukses otomatis kalangan bawah juga terbantu lapangan kerja dibuka lebar bisnis kecil tumbuh dsb,21,positive
2023-09-26T00:55:19Z,@burungbeoo2242,pinjaman online dan judi online di bolehkan yang halal di larang sedangkan yang haram di bolehkan,-13,negative
2023-09-26T11:10:45Z,@lordhanzo06,betull banang yg jualan halal di haramkan,1,positive
2023-09-25T13:42:56Z,@husnanur1310,kenapa cuma tiktok saja yang dikambing hitamkan yang lain itu tidak masalah ya,-27,negative
2023-09-25T13:39:13Z,@pedagangpasar217,mau toko online kamu hapus semua juga pasar tetap sepi karena saking sulitnya ekonomi,-4,negative
2023-09-27T23:34:05Z,@user-xl7nn7mk1r,tidak juga,-5,negative
2023-09-25T13:35:30Z,@kholismada7155,alhamdulillah akhirnya tiktok ditutup,5,positive
2023-09-25T13:13:59Z,@yanglucu-lucu4280,nambah susah hidup saya bangke,-4,negative
2023-09-25T13:11:09Z,@yanglucu-lucu4280,sampai akhir hayat saya bakal ingat muka kamu pak tidak bakal lupa saya,-3,negative
2023-09-26T11:16:54Z,@lordhanzo06,,0,neutral
2023-09-25T13:10:29Z,@muliadiadi3682,pemerintah terlalu lambat mengambil kebijakan sudah terjadi baru penanganan apa gunanya para ahli ekonomi bertanya dan analisis dong,13,positive
2023-09-25T12:59:56Z,@komarudinoom.h7824,apa menjamin tiktok di tutup pasar tanah abang rame kembali,-8,negative
2023-09-25T12:55:32Z,@dddversus,ini kebijakan goblok ada lebih banyak umkm online yang dirugikan jaman sudah bekambang pak teknologi semakin maju bukan cuma pedagang online yang dirugikan tetapi juga konsumen lagian tidak efektif karena masih ada shopee lazada dll ini sama aja melarang ojek online biar konsumen beralih ke ojek pangkalan,-10,negative
2023-09-25T12:46:10Z,@nenisupriatin2108,jaman saiki boro beli baju bisa beli beras saja allhamdullilah,-1,negative
2023-09-26T11:09:13Z,@lordhanzo06,bisa beli garam aja udah alhamdulillah banget,9,positive
2023-09-26T12:09:15Z,@bnrid8086,bisa hidup saja alhamdulillah,4,positive
2023-09-25T12:32:53Z,@rx_raptor9967,kalau tidak kasih makan jangan banyak omong siput tua,-11,negative
2023-09-25T12:31:51Z,@rx_raptor9967,anjay harus buka toko depan rumah nih,-2,negative
2023-09-25T12:05:17Z,@ricoar7413,tidak harus di tutup juga kali di tiktokshop juga pada kebantu nyari duit,-17,negative
2023-09-25T12:04:00Z,@ricoar7413,ya mau gimana di pasar barang nya pada mahal coba kalo murah,12,positive
2023-09-25T13:43:00Z,@dampywong3966,namanya juga sewa toko bayar pajak,-2,negative
2023-09-25T12:00:28Z,@pejuangreceh81,duit susah kerjaan tidak ada semuanya serba mahal itu intinya bego,-6,negative
2023-09-25T11:51:32Z,@yudhiaris7544,marketplace yang jualan juga gimana pak contoh tokopedia sekarang,-4,negative
2023-09-25T11:50:47Z,@denbagus4102,jangan nyalahin tiktok pak selama ini kerjanya kalian apa,-10,negative
2023-09-25T11:45:53Z,@dayatkusuma9588,alhamdulillah,5,positive
2023-09-25T11:30:22Z,@nyanya2868,bukan hanya barang dari luar saja yang menyebabkan kami kalah tapi karena harga semua barang sangat rendah sudah tertera dionline jadi ditoko pengecer didesa tidak bisa jual barang lagi bila produsen online bagaimana nasib yang penjual ditingkat desa yang jauh dari tanah abang,-46,negative
2023-09-25T11:25:08Z,@rikijulius4014,tetep saja saya lebih milih online,-7,negative
2023-09-25T11:22:15Z,@musikkita_,pemicunya pandemi covid saya dulu di tanah abang jualan ada pandemi saya jualan online di tiktok alhamdulilah coba dulu tanah abang tetap buka pasti baik baik saja,7,positive
2023-09-25T11:16:48Z,@nanangentertainment4166,terlalu banyak aturan yang tak masuk akal yang aturannya sendiri bikin susah rakyat turunkan harga sembako bisa mengatasinya jangan larang orang yang jualan,-26,negative
2023-09-25T11:12:17Z,@andikarman6024,tidak ada gunanya tiktokshop di larang karena masyarakat sekarang emang sukanya belanja online,-5,negative
2023-09-25T10:52:03Z,@michatofficial,orang orang tua udzur yang bukan dibidang ya buat aturan yang bikin ribet buat orang susah kayak saya jualan tanpa harus punya brand besar indonesia kembali ke jalan batu,-19,negative
2023-09-25T10:50:41Z,@emajufri7813,saya tidak ngerti pak intinya aplikasi yang mengumpulkan para toko online dengan menerima uang langsung atau sebagai pihak ketiga seperti shopee lazada bukalapak tidak boleh di indonesia ya pak yakin bisa pak bakal ruwet kayaknya bentar lagi paling dpr akan melindungi perusahaan besar trsebut dan sebagai konsumen saya merasa terbantu dengan adanya pihak ketiga untuk menghindari penipuan penjual online,-22,negative
2023-09-25T14:29:19Z,@bayunugroho9197,bedakan antara marketplace dan social market,0,neutral
2023-09-25T22:53:58Z,@emajufri7813,jadi bisa dong tiktokshop bikin aplikasi sendiri jual beli seperti shopee lazada dll,-4,negative
2023-09-25T10:45:10Z,@feryrilexs8694,lebih baik diatur dengan kebijakan ini soalnya bisnis ini di biarkan maka ekonomi semakin terhenti di bidang transportasi umum seperti tukang bajaj taksi dan ojek serta sepinya parkiran juga terpengaruh soalnya tidak ada pengunjung ke pasar,3,positive
2023-09-25T10:33:08Z,@emajufri7813,bakal blunder liat saja nanti bakal blunder karena tidak segampang itu,-13,negative
2023-09-25T10:14:08Z,@naufalabdul2627,saya bukan pengguna tiktok tapi seharusnya cari solusi bukan seenak jidat menyalahkan tiktok,-12,negative
2023-09-26T00:38:44Z,@kianjayaelectric9608,penjualan tiktok kan kecil beda dengan shopee dan toped uang di bawah meja nya besar biarpun puluhan juta toko toko retail bangkrut ekonomi masyarakat bawah hancur mana ada urusan nya tuh para pejabat ujung nya yang di korbankan cuma tiktok yang pangsa pasar online nya kecil banget di banding toped dan shope,-22,negative
2023-09-25T09:56:13Z,@Agussunaryo,terima kasih,4,positive
2023-09-25T09:44:57Z,@lidgardisthien343,pemicunya itu covid pak pelaku ekonomi jadi lebih suka online offline tetap akan ditinggalkan karena memang tidak praktis dan boros waktu dan biaya,1,positive
2023-09-25T13:42:12Z,@dampywong3966,kalau sekarang belum terasa nantinya itu bisa bahaya,-8,negative
2023-09-25T16:20:53Z,@mahmudahdiny5124,bukan masalah suka belanja online nya tetpi harganya kasian penjual yang dipasar,-10,negative
2023-09-26T05:17:06Z,@joko8067,betul bukan masalah jual online nya tapi harganya jauh banget,-7,negative
2023-09-25T09:22:29Z,@mor4327,saya pikir faktor sepinya pasar besar dan mall sepi bukan efek tiktok walau memang ada sedikit tapi lebih kepada faktor kondisi saya beli masyarakat pada umumnya yang semakin lemah karena harga kebutuhan pokok yang terus naik,-6,negative
2023-09-26T00:35:24Z,@kianjayaelectric9608,daya beli masyarakat terus turun karena puluhan juta toko retail di ambang kebangkrutan kebanyakan orang berbelanja ke online toped dan shopee ekonomi menengah ke bawah mandek di tambah banyaknya phk sementara itu tidak mungkin toko toko retail daerah bersaing dengan kota kota besar di jawa biarpun berjualan online karena pusat industri semua ada di jawa pintu barang masuk jakarta para menjual online di kota kota besar jawa tidak memerlukan modal yang besar pesanan masuk baru barang di ambil di distributor dan di kirimkan beda dengan daerah musti stock barang uang mati udah pasti belum resiko barang tidak laku,-18,negative
2023-09-26T06:21:10Z,@ariapriyanto9216,daya beli menurun tapi sosial commerce rame kan ini salah satu masalahnya harga di sana lebih murah dan bahkan dibawa pasaran dan banyak barang juga dari luar negeri kalo tidak diatur lama umkm bakalan hancur,2,positive
2023-09-26T10:01:22Z,@nolimitcityid,suka ngaco,3,positive
2023-09-26T23:52:20Z,@rafexoy5321,betul sekali pak,1,positive
2023-09-25T08:58:49Z,@axeliolubis680,bukan masalah tiktoknya si memang sebelum ada tiktokshop pun udah sepi pasar pasar itu,-7,negative
2023-10-10T09:44:36Z,@maryaniian880,sadar tidak gara banyak nya bikin konten soal penghasilan bikin orang pengen ikutan sementara kalo semua orang ikutan jualan jadi apiliator terus kita mau makan apa kalo tidak ada petani,3,positive
2023-10-10T09:41:09Z,@maryaniian880,pemerintah tolong di lihat dari segi kedepan nya contoh kalau semua orang jadi afiliator apa bakal ada yang pergi ke sawah atau yang tani dan juga jadi buruh kalo bisa di hilangin saja jualan online karena itu bisa ngebunuh kita sendiri percuma banyak uang kalo tidak ada makanan yang bisa di beli,-15,negative
2023-10-04T16:35:51Z,@taufikrahman1698,wahai pemerintah tutup itu online shop seperti shopi lazada toko pedia tiktok tutup tutup semua karena adanya online shop sangat sangat menyakitkan,-13,negative
2023-10-04T16:31:39Z,@taufikrahman1698,tutup semua online shop shopi lazada toko pedia karena itu yang menghancurkan usaha ofline tiktok ini bukan kemajuan tapi persaingan yang menghancurkan pedagang ofline,-30,negative
2023-10-03T21:10:32Z,@AshKun93,tutup sekalian semua platform online tokopedia shopee lazada biar adil dan biar rakyat beli barang offline mahal dan mampus sekalian kayakan umkm consumer cari uang aja banyak sampai mampus,-3,negative
2023-10-03T21:04:25Z,@AshKun93,kalau beli offline perlu duit bensin jalan macet kena bayar duit parkir rakyat makin mampus umkm maunya dipikir yang mikiran rakyat siapa,-6,negative
2023-10-03T15:48:56Z,@yanglucu-lucu4280,judi online pinjol kenapa tidak meresahkan buat pemerintah,-8,negative
2023-10-02T11:42:17Z,@limanmuhamadkrismana4683,shopee tersenyum di pojokann shopee iya saya rame lagi,0,neutral
2023-10-01T09:44:50Z,@safaazzahra1107,sekarang era bersaing harusnya menutup atau di kenakan pajak barang masuk indonesia pandai lah mencari makan,-7,negative
2023-10-01T08:04:06Z,@user-cr6ix1pi6e,kalo korupsi bisa orang jualan tidak bisa,-8,negative
2023-10-01T00:18:20Z,@widisobarna8437,nasi goreng,3,positive
2023-09-30T06:17:42Z,@user-yi2xw1ws5x,bagaimana cara melarang negara impor bahan pangan dan lain lain kasian petani kita ya kan,-13,negative
2023-09-30T06:07:26Z,@bogorsundapride,efeknya pemilik toko dipasar bangkrut karena sepi pembeli dan penjual harus sewa toko negara rugi karena uang tidak berputar dinegaranya melainkan transaksi jual beli ke negara lain,-21,negative
2023-09-30T06:01:44Z,@user-gc1dq5xy2s,bubarkan pinjol paling pemodalnya cina,0,neutral
2023-09-30T06:00:35Z,@tiadaintidiri2951,gimana mau maju zaman udah berubah hampir semua jualan online lokal maupun impor olala,3,positive
2023-09-30T05:48:47Z,@Sarawaktahun,kok lucu ya harusnya bersukur bisa dapat barang lebih murah lha seharusnya ya produk kita ya di bantu memperbaiki biar bisa lebih murah wes angel,32,positive
2023-09-30T05:32:00Z,@24rotikeju,alasannya karena barang barang murah dan ilegal dari china lah kemana aja itu dirjen perdagangan dirjen beacukai dirjen pajak nyalahin teknologi perketat dong kerjaannya buat kebijakan yang bener dodol,-9,negative
2023-09-30T05:08:53Z,@ratnachandra6848,menyelamakan umkm atau menyelamatkan pengusaha besar pemilik platfrom digital lain,3,positive
2023-09-30T05:05:39Z,@reisyawicaksono-mq2nq,tiktokshop tidak jalan jangan khawatir kita pergi ke ig saja dan,-9,negative
2023-09-30T04:48:17Z,@etonpurwanto2926,masih yakin sama aki aki memimpin negeri ini bukan nya maju malah kembali ke zaman batu tetapi aneh nya kok kata lembaga survei aki aki jadi pilihan generasi gen z anak muda ini gen nya apa survei nya yang rusak,-2,negative
2023-09-30T04:30:22Z,@sholeh2266,saya tidak yakin tuh gara gara tiktok pasar tanah abang jadi sepi pasar sepi itu biasanya gejala krisis karena daya beli rendah kok tiktok jadi sasaran,-29,negative
2023-09-30T03:46:31Z,@purwokertopwt4568,yang judi online juga,-5,negative
2023-09-30T03:23:33Z,@sandiworoproject,daya beli juga harus di perhatikan bos,0,neutral
2023-09-30T02:55:10Z,@user-pc2qh4ke4q,shopee dong banyak pedagang dari luar ini bagaimana,0,neutral
2023-09-30T02:22:30Z,@nuka9944,aturan sampah di akhir masa jabatan ini sama halnya aturan psbb dan lain sebagainya yang akan hilang dengan sendirinya,-7,negative
2023-09-30T00:29:33Z,@nromy2006,fenomena ini sama dengan waktu ojol pertama kali masuk banyak pihak termasuk ojek pangkalan dan pemerintah ribut melarangnya sekali lagi kaya beginian tidak bisa dibendung yang perlu dilakukan adalah bagaimana memamfaatkannya agar bisnis kita tetap survive,-9,negative
2023-09-29T21:50:17Z,@msubekhiariski2932,suka suka pemerintah selalu ribetkan masyarakat,6,positive
2023-09-29T10:21:39Z,@bintangfajar-md4js,semoga pemerintah paham dengan hadirnya platform tiktokshop ini banyak sekali membantu masyarakat indonesia yang tidak punya modal usaha tapi ingin usaha ya inilah menurut saya platform terbaik jadi bisa mengurangi angka penganguran yang cukup besar tiktokshop bisa membantu masyarakat yang ingin belajar mandiri berwira usaha dengan income pasif ini yang seharusnya di dorong umkm bisa maju untuk teknologi katanya indonesia pengen maju ada kayak begini sudah suruh nutup kalau ditutup tidak adil kalau berani tutup semua dampaknya pengangguran akan naik sangat pesat,2,positive
